fecha,indice_madurez,clasificacion_madurez,estado_global,salud_operativa,efectividad_remediaciones,nivel_incidentes,riesgo_acumulado,trazabilidad_documental,acciones_registradas,alertas_registradas,validaciones_registradas
2026-06-17 05:28:13,31.43,BASICO,CRITICO,CRITICO,SIN_DATOS,CRITICO,CRITICO,88.89,26,5,0
